일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전운량(10분위)
2022-08-07 17:00,32.1,,3.8,75,1,1.68,8
2022-08-07 18:00,30.9,,3.1,84,0.3,0.71,8
2022-08-07 19:00,30.1,,3,89,0,0.32,9
2022-08-07 20:00,29.1,,3.1,96,0,0.07,9
2022-08-07 21:00,28.6,,1.3,98,,,4
2022-08-07 22:00,28.7,,2.3,94,,,8
2022-08-07 23:00,28.4,,2.9,96,,,9
2022-08-08 0:00,28.4,,2.4,97,,,7
2022-08-08 1:00,28.2,,3.3,97,,,8
2022-08-08 2:00,28,,3,98,,,8
2022-08-08 3:00,27.9,,2.9,98,,,8
2022-08-08 4:00,27.8,,2.5,97,,,3
2022-08-08 5:00,27.8,,1.9,97,,,6
2022-08-08 6:00,27.4,,3,98,0,0.06,6
2022-08-08 7:00,27.6,,3.7,98,0,0.17,6
2022-08-08 8:00,28.4,,3,97,0.3,0.67,5
2022-08-08 9:00,29,,5.6,94,0.2,1.06,8
2022-08-08 10:00,30.1,,5.3,85,0.7,1.76,9
2022-08-08 11:00,30.8,,4.8,75,1,2.44,8
2022-08-08 12:00,30.6,,4.9,80,0.4,1.96,8
2022-08-08 13:00,30.8,,4.9,81,0,1.83,8
2022-08-08 14:00,31.5,,3.2,77,0.6,2.06,8
2022-08-08 15:00,30.8,,4.7,80,0.2,1.8,8
2022-08-08 16:00,30.6,,3.8,82,0,1.32,10
2022-08-08 17:00,29.9,,3.2,85,0,0.79,10
2022-08-08 18:00,29.5,,3,85,0,0.5,10
2022-08-08 19:00,28.9,,4,90,0,0.22,9
2022-08-08 20:00,28.4,,3,93,0,0.07,9
2022-08-08 21:00,28,,2.7,95,,,10
2022-08-08 22:00,27.8,,3.2,96,,,7
2022-08-08 23:00,27.7,,2.6,94,,,5
2022-08-09 0:00,27.4,,2.8,97,,,5
